,property_rooms,property_bedrooms,property_surface_total,property_surface_covered,cp_1
511,2.0,1.0,46.0,33.0,-1.5286299007853938
512,3.0,2.0,66.0,66.0,-0.03804275127265715
513,4.0,3.0,192.0,174.0,5.318132520015929
514,4.0,3.0,173.0,156.0,4.772860896961347
515,2.0,1.0,82.0,58.0,-0.7294523226932362
516,3.0,2.0,74.0,74.0,0.28352373554963206
517,1.0,1.0,40.8,38.0,-2.1728850528407184
518,2.0,1.0,60.0,52.0,-1.0945270234126896
519,2.0,1.0,60.0,60.0,-1.070510352692166
520,3.0,2.0,70.0,55.0,-0.1527300124389958
521,2.0,1.0,61.0,43.0,-1.2617838722085153
522,4.0,3.0,196.0,166.0,4.657709569497713
523,4.0,3.0,87.0,87.0,1.7333809214441398
524,4.0,3.0,96.0,92.0,1.9719959858037015
525,3.0,2.0,80.0,80.0,1.6313004841089915
526,1.0,1.0,32.0,30.0,-2.276881406282217
527,2.0,1.0,37.0,36.0,-1.8039477787009752
528,5.0,4.0,216.0,136.0,4.9804934036529165
529,1.0,1.0,30.0,28.0,-2.340950288523729
530,2.0,1.0,60.0,48.0,-1.2831007274985624
531,1.0,1.0,34.0,34.0,-2.1594997970415153
532,4.0,3.0,145.0,145.0,2.8244738664094067
533,3.0,2.0,92.0,71.0,0.41707451825397324
534,1.0,1.0,39.0,35.0,-2.116454496729082
535,2.0,1.0,56.0,56.0,-1.0981707813652837
536,3.0,2.0,52.0,52.0,-0.20011534113132096
537,5.0,4.0,147.0,132.0,4.2765579533988305
538,3.0,2.0,66.0,60.0,-0.16324090126214516
539,4.0,3.0,118.0,107.0,3.1613007219175047
540,3.0,1.0,68.0,65.0,-0.48182360563670046
541,4.0,3.0,150.0,132.0,3.3625945683813656
542,2.0,1.0,44.0,40.0,-1.6426048557716608
543,1.0,1.0,37.0,33.0,-2.1569318232057113
544,3.0,2.0,93.0,93.0,1.1113355163720933
545,2.0,1.0,96.0,45.0,-0.16282955252027373
546,4.0,3.0,119.2,90.0,2.154388774363698
547,3.0,2.0,55.0,50.0,-0.46972012144253245
548,2.0,1.0,43.0,43.0,-1.6108961792379788
549,1.0,1.0,40.0,36.0,-2.146565814284809
550,3.0,2.0,62.0,56.0,-0.13737253463080298
551,3.0,2.0,56.0,53.0,-0.42997247700081503
552,3.0,2.0,61.0,59.0,-0.23941043150213812
553,3.0,2.0,75.0,65.0,0.2431536636984209
554,1.0,1.0,24.0,24.0,-2.5293909325646298
555,1.0,1.0,42.0,36.0,-1.9570160360420141
556,1.0,1.0,65.0,65.0,-1.2624389701291177
557,3.0,2.0,51.0,51.0,-0.5745753417447221
558,1.0,1.0,44.0,40.0,-1.984829215723513
559,2.0,1.0,52.0,47.0,-1.2971305309387773
560,2.0,1.0,34.0,34.0,-1.656794480039928
561,1.0,1.0,28.0,28.0,-2.476524484308361
562,3.0,2.0,70.0,60.0,-0.11690750543375948
563,1.0,1.0,49.0,28.0,-2.1015255596485396
564,1.0,1.0,27.0,23.0,-2.4365659960375
565,5.0,4.0,240.0,180.0,6.710461316828376
566,3.0,2.0,65.0,59.0,0.07415423047940953
567,5.0,4.0,197.0,197.0,5.207707300195949
568,5.0,4.0,148.0,123.0,3.570619094049381
569,3.0,2.0,76.0,70.0,0.029750667692626628
570,3.0,2.0,78.0,78.0,1.470159532758032
571,4.0,3.0,110.0,102.0,1.9441866491815567
572,2.0,1.0,33.9,30.0,-1.9548362860987953
573,2.0,1.0,38.0,38.0,-1.7441053261286021
574,3.0,2.0,84.0,77.0,0.3091462030962534
575,2.0,1.0,55.0,48.0,-1.2090383926783261
576,2.0,1.0,45.0,41.0,-1.5016498519432049
577,2.0,1.0,51.0,45.0,-1.3474385901622774
578,2.0,1.0,96.0,73.0,-0.3413670073472996
579,3.0,2.0,68.0,64.0,0.011660095194422628
580,4.0,3.0,116.0,106.0,2.5603304076841784
581,4.0,4.0,170.0,150.0,4.392757879238362
582,2.0,1.0,42.0,40.0,-1.5876097961254156
583,2.0,1.0,80.0,78.0,-0.12391669464050628
584,3.0,2.0,84.0,62.0,0.31995852049581136
585,2.0,1.0,55.0,38.0,-1.4400121517989277
586,2.0,1.0,55.0,37.0,-1.3500405313456725
587,3.0,2.0,65.0,57.0,-0.2530062557840146
588,3.0,2.0,74.0,69.0,0.05982004528695196
589,2.0,1.0,62.0,49.0,-1.177935883599156
590,2.0,1.0,40.0,40.0,-1.6970493914458145
591,4.0,3.0,149.0,141.0,3.7119274228319035
592,3.0,2.0,70.0,67.0,0.13274805298149286
593,3.0,2.0,68.0,68.0,0.043826022320207214
594,3.0,2.0,71.0,60.0,-0.02447821381431449
595,2.0,1.0,59.0,38.0,-1.3976581604201914
596,4.0,3.0,181.0,166.0,3.9678287157288814
597,4.0,3.0,110.0,110.0,3.044819895424484
598,3.0,2.0,127.0,127.0,2.617133540582502
599,3.0,2.0,70.0,62.0,-0.0018680595073814323
600,3.0,2.0,86.0,52.0,-0.18240619495548868
601,5.0,3.0,170.0,170.0,4.245397124904922
602,3.0,2.0,74.0,70.0,0.18016045311849346
603,2.0,1.0,69.5,55.0,-1.1854174722996054
604,2.0,1.0,65.0,55.0,-0.935164741261049
605,2.0,1.0,45.0,42.3,-0.9939540974696489
606,1.0,1.0,34.0,34.0,-2.2128575026927244
607,4.0,3.0,130.0,100.0,2.163714962903792
608,2.0,1.0,35.0,32.0,-1.7551399335587636
609,1.0,1.0,31.0,25.0,-2.4284890215969552
610,4.0,3.0,117.0,116.0,2.5616727318830184
611,5.0,4.0,160.0,120.5,3.874505464028609
612,1.0,1.0,55.0,46.0,-1.8181058475179317
613,1.0,1.0,38.0,38.0,-2.0909999313979295
614,3.0,2.0,89.0,89.0,0.8923271669716879
615,3.0,2.0,95.0,95.0,0.9830991529336681
616,2.0,1.0,45.0,45.0,-1.3672794177615124
617,3.0,2.0,89.0,82.0,0.3344388019869241
618,1.0,1.0,35.0,33.0,-2.152593725859461
619,2.0,1.0,41.0,41.0,-1.675741951640284
620,1.0,1.0,28.0,28.0,-2.373705800199423
621,4.0,3.0,88.2,72.0,1.212008801506764
622,2.0,1.0,35.0,35.0,-1.8204452456046247
623,5.0,3.0,275.0,200.0,5.184123195748218
624,2.0,1.0,78.0,78.0,-0.5889577068916043
625,3.0,2.0,75.0,62.0,0.0612260249411203
626,2.0,1.0,61.0,50.0,-1.179155281892797
627,1.0,1.0,35.0,32.0,-2.2197344832503
628,4.0,3.0,179.0,100.0,2.6524122216015624
629,2.0,1.0,37.0,35.0,-1.812208761622918
630,3.0,2.0,54.0,54.0,-0.4204612551882615
631,2.0,1.0,60.0,43.0,-1.594888920652387
632,3.0,2.0,179.0,90.0,1.4631533453920094
633,3.0,2.0,56.0,50.0,-0.4434478880515365
634,4.0,3.0,128.0,118.0,2.910590900274905
635,4.0,3.0,100.0,95.0,2.186893936992236
636,4.0,3.0,107.0,99.0,1.9150573412251923
637,1.0,1.0,45.0,45.0,-1.9731749101208027
638,3.0,2.0,66.0,60.0,0.029305149353584286
639,6.0,4.0,180.0,180.0,5.801223123012691
640,3.0,2.0,64.0,53.0,-0.25770701735657325
641,4.0,2.0,225.0,170.0,3.328024305116185
642,1.0,1.0,30.0,27.0,-2.382567067470681
643,3.0,2.0,60.0,54.0,-0.20909285948442022
644,2.0,1.0,47.7,40.0,-1.608493728725902
645,2.0,1.0,46.0,43.0,-1.3536248635649437
646,4.0,3.0,137.0,94.0,3.794407762508729
647,3.0,2.0,75.0,75.0,0.6610130730368279
648,3.0,3.0,78.0,73.0,0.6277127652548702
649,3.0,2.0,60.0,60.0,-0.2856483531117614
650,3.0,2.0,62.0,52.0,-0.2749271291617404
651,4.0,3.0,206.0,131.0,3.279522647922387
652,5.0,3.0,194.0,188.0,5.008895174287716
653,2.0,1.0,37.0,35.0,-1.827718186272866
654,3.0,2.0,98.0,89.0,1.0644270087561378
655,1.0,1.0,22.0,22.0,-2.4626834613738224
656,2.0,1.0,44.0,40.0,-1.6353388791957504
657,4.0,3.0,78.0,75.0,1.126037885172098
658,1.0,1.0,43.0,39.0,-2.011244025783813
659,3.0,2.0,72.0,65.0,0.5632998596886609
660,2.0,1.0,45.0,42.0,-1.4944351987826667
661,5.0,4.0,200.0,138.6,5.327709047202555
662,3.0,2.0,110.0,85.0,1.0460038690294842
663,4.0,3.0,135.0,120.0,2.9711518296828734
664,4.0,3.0,230.0,165.0,4.158171548144543
665,3.0,2.0,88.0,88.0,0.7009161974128703
666,1.0,1.0,47.0,40.0,-1.7820040820635346
667,4.0,3.0,210.0,210.0,5.266053886968605
668,4.0,3.0,110.0,100.0,2.6011165116254262
669,3.0,2.0,67.0,67.0,-0.047551546623913477
670,2.0,1.0,60.0,51.0,-0.6706728570323859
671,4.0,3.0,158.0,128.0,3.2108483261435246
672,1.0,1.0,29.0,26.0,-2.4056301973343035
673,2.0,1.0,37.0,37.0,-1.658784162706998
674,1.0,1.0,25.0,22.0,-2.5686145165833554
675,3.0,2.0,104.0,92.0,1.91217236247353
676,4.0,3.0,118.4,88.0,1.9728395128021288
677,2.0,1.0,34.7,29.0,-1.9556003553116332
678,2.0,1.0,60.0,53.0,-1.03285970519354
679,3.0,2.0,72.0,70.0,0.07689583435485697
680,2.0,1.0,44.0,44.0,-1.4507453543851603
681,1.0,1.0,34.0,30.0,-2.2917942062244236
682,2.0,1.0,50.0,43.0,-1.4442745076443093
683,1.0,1.0,38.0,38.0,-1.8971370128607026
684,1.0,1.0,59.0,54.0,-1.5039438420370723
685,2.0,1.0,46.0,39.0,-1.573744607834466
686,4.0,3.0,94.0,59.0,1.0216388536031906
687,1.0,1.0,35.0,30.0,-2.26794331308541
688,2.0,1.0,65.1,40.0,-1.1668667602586318
689,2.0,1.0,45.0,43.0,-1.3872021472720657
690,1.0,1.0,44.0,36.0,-1.843070480222688
691,2.0,1.0,47.0,42.0,-1.2317084923903365
692,4.0,3.0,140.0,138.0,3.4184374427222886
693,2.0,1.0,34.0,34.0,-1.8451360790305806
694,5.0,4.0,305.0,250.0,7.490487935754617
695,3.0,2.0,74.0,62.0,0.012224033490208433
696,3.0,2.0,43.0,40.0,-0.7680619021444239
697,3.0,2.0,60.0,56.0,-0.3760468534585967
698,3.0,2.0,72.0,70.0,0.002110086306633417
699,3.0,2.0,120.0,90.0,0.8866684451496682
700,3.0,2.0,77.0,63.0,0.18422370234737606
701,2.0,1.0,29.0,29.0,-1.8515180224843142
702,2.0,1.0,52.0,47.0,-1.1611442111057169
703,2.0,1.0,33.0,30.0,-1.9278949367147338
704,1.0,1.0,34.0,28.0,-2.213072083697847
705,3.0,2.0,82.0,72.0,0.25331708976981443
706,2.0,1.0,34.0,34.0,-1.833758528103704
707,2.0,1.0,44.0,41.0,-1.6577464679659633
708,2.0,1.0,43.0,40.0,-1.3900239308219002
709,2.0,1.0,34.0,34.0,-1.803384594758238
710,1.0,1.0,28.0,28.0,-2.3627443472913905
711,2.0,1.0,64.4,50.0,-1.0860641763175993
712,2.0,1.0,47.0,41.0,-1.4498527612222625
713,2.0,1.0,76.0,50.0,-1.0694938664215954
714,2.0,1.0,41.1,36.0,-1.7567593164274462
715,3.0,2.0,80.0,68.0,0.5354597027281023
716,3.0,2.0,67.0,57.0,0.02840753880233818
717,3.0,2.0,67.0,63.9,-0.2761643794698776
718,2.0,1.0,49.0,49.0,-1.3225326105568285
719,2.0,1.0,45.0,43.0,-1.5675744087205687
720,4.0,3.0,118.0,113.0,2.6308567178927245
721,5.0,4.0,182.0,112.0,3.55891115923271
722,1.0,1.0,29.0,29.0,-2.359746632410183
723,2.0,1.0,51.0,37.0,-1.398556147710654
724,3.0,2.0,58.0,58.0,-0.12574494647963005
725,1.0,1.0,56.2,35.0,-1.8370696934788713
726,3.0,2.0,77.0,70.0,0.22764566100496839
727,3.0,2.0,105.0,105.0,1.2615671140395586
728,4.0,3.0,115.0,115.0,2.6697283784854844
729,4.0,3.0,97.0,97.0,2.3345587531682943
730,1.0,1.0,33.0,33.0,-2.2314634687667887
731,1.0,1.0,27.0,27.0,-2.33688225825529
732,1.0,1.0,45.6,27.0,-2.1493875264270965
733,1.0,1.0,38.0,34.0,-2.107093331162263
734,1.0,1.0,55.0,35.0,-1.849033193459182
735,3.0,2.0,138.0,65.0,0.8823919424700085
736,4.0,3.0,107.0,84.0,1.9239267416928543
737,3.0,2.0,73.4,61.0,-0.021636916178060243
738,2.0,1.0,52.0,44.0,-1.3624637932900256
739,2.0,1.0,60.0,50.0,-1.1843948588482687
740,3.0,2.0,100.0,94.0,1.5139307388297962
741,3.0,2.0,55.0,52.0,-0.2839416599157316
742,3.0,2.0,72.0,64.0,0.020838035806336717
743,4.0,3.0,212.0,111.0,3.5347528580975185
744,4.0,3.0,178.0,114.0,2.8533418415986946
745,3.0,2.0,73.0,73.0,-0.04548486920784216
746,3.0,2.0,44.0,44.0,-0.7285910464283687
747,3.0,2.0,52.0,52.0,-0.55226617027807
748,4.0,3.0,161.0,96.0,2.8123560472025897
749,2.0,1.0,71.0,62.0,-0.3899084085841421
750,4.0,3.0,120.0,110.0,2.77692402886962
751,1.0,1.0,36.0,33.0,-2.2159791506225583
752,2.0,1.0,41.0,31.0,-1.7983895525851754
753,2.0,1.0,49.0,49.0,-1.4169622991059676
754,3.0,2.0,63.0,61.0,-0.22753534226770117
755,3.0,2.0,45.0,44.0,-0.5713350902471053
756,4.0,2.0,155.7,103.0,2.519606655577917
757,2.0,1.0,57.0,57.0,-1.1920038009600884
758,4.0,3.0,132.0,122.0,2.5732101803729233
759,1.0,1.0,40.0,40.0,-1.9168188941902211
760,3.0,2.0,68.0,62.0,-0.092093384020847
761,4.0,3.0,88.0,78.0,1.4947085945189196
762,3.0,2.0,83.0,80.0,0.22889676733965175
763,1.0,1.0,64.0,28.0,-2.065849236440709
764,1.0,1.0,44.0,37.0,-1.9728564750464033
765,2.0,1.0,38.0,36.0,-1.676010430333441
766,2.0,1.0,40.0,40.0,-1.7496341441766046
767,2.0,1.0,41.0,41.0,-1.6618090212658592
768,2.0,1.0,41.0,40.0,-1.6981741746756664
769,7.0,3.0,279.0,195.0,6.386972376752827
770,2.0,1.0,40.0,40.0,-1.6086312607929896
771,2.0,1.0,100.0,87.0,-0.16387567653671634
772,3.0,2.0,80.0,65.0,0.4590992794462595
773,2.0,1.0,59.0,54.0,-1.268915586949586
774,5.0,4.0,144.0,144.0,4.298898170339081
775,4.0,3.0,68.0,68.0,0.8702482220530334
776,3.0,2.0,177.0,73.0,1.6563891375122644
777,2.0,1.0,53.0,50.0,-0.9303227126456299
778,1.0,1.0,40.0,37.0,-2.0909327246303504
779,3.0,2.0,60.0,60.0,-0.08001168993214468
780,2.0,1.0,61.0,53.0,-1.1306306392121124
781,2.0,1.0,35.0,34.0,-1.8902374397450263
782,1.0,1.0,44.0,40.0,-2.023003259583392
783,1.0,1.0,37.0,35.0,-2.0177139644188937
784,1.0,1.0,36.0,32.0,-2.1368904184120012
785,4.0,3.0,128.0,98.6,2.3219853189945674
786,5.0,4.0,99.0,90.0,2.4148119689357834
787,2.0,1.0,39.0,39.0,-1.6804985729941821
788,2.0,1.0,56.0,50.8,-1.139249580909673
789,2.0,1.0,100.0,87.0,-0.1225296785724222
790,1.0,1.0,44.0,36.0,-2.0465206768576683
791,3.0,2.0,84.0,74.0,0.9969465868837708
792,2.0,1.0,47.5,40.0,-1.5771014251096955
793,4.0,3.0,66.0,61.0,0.8479327581185981
794,3.0,2.0,65.0,62.0,-0.056222797474166177
795,2.0,1.0,34.0,31.0,-1.9718686301137485
796,2.0,1.0,55.0,46.0,-1.196540331086804
797,2.0,1.0,40.0,38.3,-1.5878670411677243
798,5.0,4.0,210.0,195.0,6.614256330616122
799,4.0,3.0,81.0,77.0,1.4976897802364422
800,4.0,3.0,140.0,140.0,2.882485105973497
801,2.0,1.0,76.0,50.0,-1.0493657043559093
802,1.0,1.0,31.0,31.0,-2.2935872360343157
803,3.0,2.0,125.0,75.0,0.9045874684093
804,4.0,2.0,95.0,65.7,2.2967649275054467
805,1.0,1.0,34.0,29.0,-2.263139969892491
806,2.0,1.0,46.0,39.0,-1.5275304908175
807,3.0,2.0,92.0,92.0,0.5705298576160137
808,2.0,1.0,45.0,45.0,-1.4857390045168137
809,4.0,3.0,229.0,170.0,4.323238607692995
810,3.0,2.0,89.0,79.0,1.121283461023796
811,3.0,2.0,68.0,65.0,0.5355439418948293
812,3.0,2.0,88.0,78.0,1.2330289116476238
813,4.0,3.0,185.0,168.0,4.435416122609071
814,1.0,1.0,39.0,33.0,-2.0370030465556193
815,1.0,1.0,39.0,39.0,-2.090313536944261
816,2.0,1.0,42.0,41.0,-1.6227479613247453
817,3.0,2.0,67.0,67.0,-0.18106264564371158
818,3.0,2.0,79.0,66.0,0.5998352133242321
819,2.0,1.0,44.0,44.0,-1.6176062661233837
820,3.0,2.0,70.0,62.0,0.11175307454406509
821,1.0,1.0,35.0,28.0,-2.2355869312919285
822,2.0,1.0,36.0,36.0,-1.7361929785202295
823,4.0,4.0,107.3,90.0,2.1900255043914547
824,7.0,6.0,159.0,154.0,6.068264927540788
825,3.0,2.0,61.0,52.0,-0.387813620058158
826,2.0,1.0,39.0,35.0,-1.7255895012513358
827,4.0,2.0,86.0,70.0,0.8160387839374073
828,1.0,1.0,36.0,32.0,-2.139319720415067
829,2.0,1.0,42.0,39.0,-1.5887485226455176
830,6.0,4.0,232.0,232.0,6.4687131926485755
831,3.0,2.0,88.0,78.0,1.1099230053311375
832,1.0,1.0,46.0,43.0,-1.936900455553186
833,1.0,1.0,40.0,40.0,-1.5715582565305704
834,3.0,1.0,24.0,24.0,-1.7251964119526018
835,2.0,1.0,44.0,40.0,-1.5558779301457906
836,2.0,1.0,57.0,50.0,-1.3751745438391658
837,3.0,2.0,63.0,57.0,-0.35423747040294673
838,3.0,2.0,83.0,71.0,0.281653440050587
839,4.0,3.0,128.0,118.0,2.8229702481745607
840,2.0,1.0,47.0,38.0,-1.6111175700460474
841,1.0,1.0,28.0,28.0,-2.42644105383524
842,4.0,3.0,170.0,111.0,2.553392855225996
843,3.0,2.0,88.0,75.8,0.36764266469888957
844,3.0,2.0,109.0,103.0,1.0996213829183368
845,5.0,3.0,164.0,107.0,3.014293016682798
846,4.0,2.0,65.0,61.0,0.2707374444344933
847,2.0,1.0,50.0,50.0,-1.4739647979189463
848,2.0,1.0,41.0,38.0,-1.4976898143293005
849,2.0,1.0,45.0,45.0,-1.3429975405573236
850,2.0,1.0,36.0,35.0,-1.794119553076762
851,1.0,1.0,20.0,20.0,-2.582978509462549
852,4.0,3.0,185.5,150.0,3.744512144496734
853,2.0,1.0,47.0,38.0,-1.5589805921671565
854,2.0,1.0,96.0,56.0,-0.3437955870729103
855,3.0,2.0,44.0,39.0,-0.7521222435886563
856,1.0,1.0,37.0,33.0,-2.140959954201663
857,2.0,1.0,53.0,41.0,-1.359214828249182
858,2.0,1.0,37.0,33.0,-1.864923188316038
859,3.0,2.0,75.0,65.0,0.2667541962650149
860,4.0,2.0,114.0,100.0,1.261328260426464
861,2.0,1.0,53.0,50.0,-1.3661034102540854
862,1.0,1.0,33.0,31.0,-2.204687078175426
863,3.0,2.0,123.4,95.0,1.2884210509029255
864,1.0,1.0,37.0,37.0,-2.0494293366403644
865,1.0,1.0,28.0,27.0,-2.34954137881296
866,3.0,2.0,72.0,56.0,0.01139631772307402
867,2.0,1.0,49.0,43.0,-1.376141486306498
868,3.0,2.0,94.0,86.0,1.522500674760589
869,4.0,3.0,123.0,110.0,1.983399459031947
870,4.0,3.0,138.0,89.0,3.525681801946995
871,5.0,4.0,211.0,211.0,5.529817801772267
872,2.0,1.0,42.0,30.0,-1.8077514553592466
873,2.0,1.0,54.0,54.0,-0.7386834505605627
874,2.0,1.0,45.0,41.0,-1.4048722765985373
875,3.0,2.0,84.0,72.0,0.24063553866435025
876,3.0,2.0,70.0,64.0,0.16126476598849326
877,1.0,1.0,38.0,35.0,-2.2432040352081404
878,2.0,1.0,76.0,41.0,-0.8923877007251445
879,2.0,1.0,36.0,36.0,-1.7673858958816062
880,2.0,1.0,52.0,52.0,-1.2898828709339425
881,2.0,1.0,61.0,55.0,-1.1248884515353246
882,4.0,3.0,83.0,83.0,1.3577747100842452
883,5.0,4.0,135.0,133.0,3.465064273927114
884,2.0,1.0,38.0,38.0,-1.647498939181736
885,2.0,1.0,55.0,50.0,-0.8426744207809852
886,3.0,2.0,56.0,52.0,-0.33343913525744223
887,3.0,2.0,75.0,68.0,0.2236796195707331
888,3.0,2.0,49.0,49.0,-0.5790080112992432
889,3.0,2.0,67.0,67.0,0.046146083787150044
890,3.0,3.0,45.0,45.0,-0.09745763953966198
891,2.0,1.0,55.0,49.0,-0.9306570337409296
892,3.0,2.0,65.0,60.0,0.040423568369830236
893,2.0,1.0,21.0,21.0,-2.1755962731321166
894,2.0,1.0,62.9,53.0,-1.1735332995573617
895,2.0,1.0,69.0,53.0,-1.1189429144142264
896,2.0,1.0,33.0,33.0,-1.9299998623841736
897,2.0,1.0,73.0,59.0,-1.0212262823969045
898,5.0,4.0,260.0,145.0,5.408715907346494
899,2.0,1.0,44.0,37.0,-1.7105823786625152
900,3.0,2.0,80.0,75.0,0.5734935902301447
901,1.0,1.0,36.0,32.0,-2.077528878887678
902,3.0,3.0,71.0,70.0,0.5866596709467384
903,1.0,1.0,38.0,32.0,-2.136869192218123
904,3.0,2.0,90.0,71.5,0.8204282977964938
905,1.0,1.0,43.0,39.0,-2.0377994641832387
906,2.0,1.0,35.0,35.0,-1.784448233880991
907,1.0,1.0,30.0,27.0,-2.2125571433113658
908,3.0,2.0,66.0,62.0,0.013338450344467467
909,2.0,1.0,54.0,54.0,-1.1421512569354888
910,1.0,1.0,33.5,26.0,-2.3086610617829426
911,2.0,1.0,61.0,54.0,-0.9328439729791563
912,2.0,1.0,57.0,51.0,-1.1355018064730809
913,5.0,4.0,177.0,159.0,4.808358302864477
914,1.0,1.0,33.0,30.0,-2.26806635687193
915,1.0,1.0,37.0,32.0,-2.1581588425600984
916,3.0,2.0,74.0,52.0,-0.2835005907020882
917,2.0,1.0,40.0,40.0,-1.5426105251395619
918,3.0,2.0,98.0,90.0,0.8163250697150263
919,2.0,1.0,52.0,48.0,-1.1952127761167664
920,3.0,1.0,95.0,75.0,0.31362374913706
921,4.0,3.0,110.0,100.0,3.132230564590838
922,3.0,2.0,82.0,74.0,0.46933918850248796
923,2.0,1.0,45.0,40.0,-1.6159133585536678
924,4.0,3.0,145.0,103.0,2.7293073024773573
925,4.0,3.0,152.0,152.0,3.8184495036434116
926,4.0,3.0,77.0,72.0,1.1540580781617074
927,3.0,2.0,105.0,92.0,1.1091756615014365
928,2.0,1.0,39.0,35.0,-1.8147599513757906
929,3.0,2.0,90.0,65.0,0.376136071332213
930,3.0,2.0,50.0,50.0,-0.5958631966989935
931,2.0,1.0,39.0,34.0,-1.6219499483961402
932,4.0,3.0,89.0,77.0,1.1989011581410254
933,2.0,1.0,43.0,34.0,-1.806006375803688
934,4.0,3.0,81.0,78.0,1.155071782171959
935,3.0,2.0,76.0,67.0,0.02167087449857049
936,3.0,2.0,72.0,60.0,-0.046103786257058334
937,3.0,2.0,78.0,78.0,0.2659798523879467
938,5.0,1.0,94.0,94.0,1.0594620985281078
939,1.0,1.0,46.0,46.0,-1.8735685691351083
940,4.0,3.0,230.0,133.0,3.3009832485048007
941,1.0,1.0,37.0,34.0,-2.094435152724013
942,4.0,3.0,93.0,90.0,1.6220657228746842
943,3.0,2.0,82.5,60.0,0.1961364766871574
944,4.0,3.0,101.0,88.0,1.711323237401357
945,3.0,2.0,55.0,55.0,-0.2768877495584118
946,5.0,3.0,192.0,154.0,4.736597446799182
947,4.0,3.0,200.0,172.0,4.764232920337576
948,2.0,1.0,49.0,46.0,-1.5340452929881725
949,3.0,2.0,71.0,71.0,0.031086386825717304
950,1.0,1.0,36.0,34.0,-2.08159168718815
951,3.0,2.0,51.0,51.0,-0.5649285626184409
952,3.0,2.0,123.0,57.0,0.7003090030553708
953,2.0,1.0,46.0,42.0,-1.5681685509975236
954,3.0,2.0,96.0,79.0,0.47051732773694177
955,4.0,3.0,110.0,100.0,2.5870472651892564
956,4.0,3.0,124.0,110.0,2.812923498535598
957,1.0,1.0,31.0,26.0,-2.3633510181667963
958,2.0,1.0,60.0,34.0,-1.4817588067782907
959,4.0,3.0,98.0,94.0,1.9609023460177528
960,2.0,1.0,42.3,31.0,-1.7141850682205513
961,1.0,1.0,41.0,36.0,-1.897965475169308
962,2.0,1.0,45.0,40.0,-1.5547551501870756
963,4.0,3.0,249.0,136.0,4.4987978704201605
964,3.0,2.0,80.0,76.0,0.35193402454612405
965,3.0,2.0,122.0,80.0,1.4889741682575228
966,4.0,3.0,140.0,78.0,2.193135985220603
967,3.0,2.0,75.0,58.0,0.1264849056590395
968,1.0,1.0,31.0,27.0,-2.313554923179995
969,6.0,4.0,223.0,192.0,6.7182897210349255
970,3.0,2.0,72.0,69.0,0.006143156754809376
971,2.0,1.0,98.0,45.0,-0.9972601627766642
972,2.0,1.0,73.0,69.0,-0.6499115550022091
973,4.0,3.0,82.0,73.0,1.1544990339692345
974,1.0,1.0,34.0,30.0,-2.2917942062244236
975,2.0,1.0,45.0,43.0,-1.4500339877484032
976,5.0,4.0,216.0,201.0,6.421268355689253
977,3.0,2.0,96.0,90.0,1.3888473999780795
978,4.0,3.0,101.0,87.0,1.525600875036295
979,3.0,2.0,92.0,88.0,1.2329451490142531
980,2.0,1.0,42.0,42.0,-1.6022488536818267
981,5.0,4.0,161.0,138.0,4.149194458235611
982,5.0,3.0,189.0,180.0,5.246400603401039
983,1.0,1.0,46.0,42.0,-2.0472326512598453
984,3.0,2.0,130.0,65.0,1.058929469915072
985,3.0,2.0,62.0,62.0,-0.33578004835078107
986,2.0,1.0,74.0,40.0,-1.2667474984665985
987,3.0,2.0,147.0,76.0,0.8643229076586478
988,2.0,1.0,98.0,42.0,-0.8711983406242122
989,2.0,1.0,46.0,36.0,-1.7138405424659022
990,2.0,1.0,106.0,106.0,0.8982552214579085
991,2.0,1.0,52.0,42.0,-1.3636329130473133
992,2.0,2.0,44.0,44.0,-0.9477350342717795
993,4.0,3.0,100.0,100.0,2.1477010576353575
994,7.0,4.0,202.0,184.0,6.385007531355792
995,2.0,1.0,40.0,40.0,-1.6993398167964278
996,2.0,1.0,47.0,39.0,-1.4503871227483653
997,3.0,2.0,63.0,63.0,-0.24653000261149743
998,4.0,3.0,99.0,70.0,1.1944601950941953
999,3.0,2.0,81.0,79.0,0.2432586899208292
1000,1.0,1.0,37.0,35.0,-2.174963953681561
1001,4.0,3.0,145.0,130.0,3.65533296568636
1002,3.0,2.0,67.0,50.0,-0.270599151593486
1003,1.0,1.0,38.0,33.0,-2.1255660410474095
1004,4.0,3.0,222.0,169.0,4.802939587732375
1005,3.0,2.0,76.0,68.0,0.19852039155833845
1006,2.0,1.0,53.0,47.0,-1.2696039385200926
1007,7.0,1.0,226.0,160.0,4.412780513367968
1008,1.0,1.0,38.0,34.0,-2.045331546140744
1009,2.0,1.0,56.0,50.0,-1.0325318525653284
1010,4.0,3.0,73.0,70.0,1.063030789331864
1011,3.0,2.0,63.0,63.0,0.2657149990994337
1012,2.0,1.0,55.0,49.0,-1.1962778582252402
1013,2.0,1.0,46.0,46.0,-1.4796865821887386
1014,1.0,1.0,42.0,36.0,-2.104171572782146
1015,2.0,1.0,40.0,39.0,-1.644304644123689
1016,4.0,3.0,144.0,124.0,2.8411809779563586
1017,2.0,1.0,41.0,37.0,-1.646429849408706
1018,4.0,2.0,160.0,105.0,1.550505148134297
1019,4.0,3.0,278.0,163.0,4.268423368835156
1020,2.0,1.0,60.0,50.0,-1.1841151152522664
